Time,Amplitude
0.836,-4.548233176021361e-13
0.837,-3.006406406031946e-13
0.838,-1.4645796360425312e-13
0.839,7.724713394688318e-15
0.84,1.6190739039362977e-13
0.841,3.160900673925712e-13
0.842,4.702727443915126e-13
0.843,6.244554213904541e-13
0.844,7.786380983893957e-13
0.845,-7.406494758738511e-13
0.846,-5.864667988749096e-13
0.847,-4.322841218759681e-13
0.848,-2.781014448770267e-13
0.849,-1.2391876787808523e-13
0.85,3.026390912085623e-14
0.851,1.8444658611979766e-13
0.852,3.386292631187391e-13
0.853,4.928119401176805e-13
0.854,6.46994617116622e-13
0.855,-8.722929571466245e-13
0.856,-7.181102801476831e-13
0.857,-5.639276031487417e-13
0.858,-4.0974492614980023e-13
0.859,-2.555622491508587e-13
0.86,-1.0137957215191731e-13
0.861,5.280310484702414e-14
0.862,2.069857818459656e-13
0.863,3.6116845884490706e-13
0.864,5.153511358438485e-13
0.865,-1.003936438419398e-12
0.866,-8.497537614204566e-13
0.867,-6.955710844215152e-13
0.868,-5.413884074225737e-13
0.869,-3.872057304236323e-13
0.87,-2.3302305342469085e-13
0.871,-7.88403764257494e-14
0.872,7.534230057319205e-14
0.873,2.295249775721335e-13
0.874,3.83707654571075e-13
0.875,5.378903315700164e-13
0.876,-9.813972426932302e-13
0.877,-8.272145656942887e-13
0.878,-6.730318886953473e-13
0.879,-5.188492116964059e-13
0.88,-3.6466653469746434e-13
0.881,-2.1048385769852294e-13
0.882,-5.630118069958148e-14
0.883,9.788149629935997e-14
0.884,2.5206417329830144e-13
0.885,4.0624685029724285e-13
0.886,-1.1130407239660037e-12
0.887,-9.588580469670622e-13
0.888,-8.046753699681208e-13
0.889,-6.504926929691793e-13
0.89,-4.96310015970238e-13
0.891,-3.421273389712965e-13
0.892,-1.8794466197235502e-13
0.893,-3.376198497341357e-14
0.894,1.2042069202552787e-13
0.895,2.746033690244693e-13
0.896,-1.2446842052387773e-12
0.897,-1.0905015282398358e-12
0.898,-9.363188512408944e-13
0.899,-7.821361742419529e-13
0.9,-6.279534972430114e-13
0.901,-4.7377082024407e-13
0.902,-3.1958814324512856e-13
0.903,-1.654054662461871e-13
0.904,-1.1222789247245657e-14
0.905,1.429598877516958e-13
0.906,-1.3763276865115508e-12
0.907,-1.2221450095126093e-12
0.908,-1.067962332513668e-12
0.909,-9.137796555147265e-13
0.91,-7.59596978515785e-13
0.911,-6.054143015168436e-13
0.912,-4.512316245179021e-13
0.913,-2.9704894751896064e-13
0.914,-1.428662705200192e-13
0.915,1.1316406478922256e-14
0.916,-1.5079711677843243e-12
0.917,-1.353788490785383e-12
0.918,-1.1996058137864413e-12
0.919,-1.0454231367875e-12
0.92,-8.912404597885584e-13
0.921,-7.370577827896171e-13
0.922,-5.828751057906756e-13
0.923,-4.2869242879173423e-13
0.924,-2.7450975179279277e-13
0.925,-1.203270747938513e-13
0.926,-1.6396146490570979e-12
0.927,-1.4854319720581564e-12
0.928,-1.3312492950592149e-12
0.929,-1.1770666180602736e-12
0.93,-1.022883941061332e-12
0.931,-8.687012640623905e-13
0.932,-7.145185870634492e-13
0.933,-5.603359100645077e-13
0.934,-4.0615323306556626e-13
0.935,-2.519705560666248e-13
0.936,-1.7712581303298714e-12
0.937,-1.61707545333093e-12
0.9380000000000001,-1.4628927763319886e-12
0.9390000000000001,-1.308710099333047e-12
0.9400000000000001,-1.1545274223341056e-12
0.9410000000000001,-1.000344745335164e-12
0.9420000000000001,-8.461620683362227e-13
0.9430000000000001,-6.919793913372813e-13
0.9440000000000001,-5.377967143383399e-13
0.9450000000000001,-3.8361403733939835e-13
0.9460000000000001,-1.9029016116026448e-12
0.9470000000000001,-1.7487189346037035e-12
0.9480000000000001,-1.5945362576047622e-12
0.9490000000000001,-1.4403535806058204e-12
0.9500000000000001,-1.2861709036068791e-12
0.9510000000000001,-1.1319882266079378e-12
0.9520000000000001,-9.778055496089961e-13
0.9530000000000001,-8.236228726100548e-13
0.9540000000000001,-6.694401956111133e-13
0.9550000000000001,-5.152575186121719e-13
0.9560000000000001,-2.0345450928754183e-12
0.9570000000000001,-1.880362415876477e-12
0.9580000000000001,-1.7261797388775355e-12
0.9590000000000001,-1.5719970618785942e-12
0.96,2.5565586638253536e-13
0.961,4.098385433814768e-13
0.962,5.640212203804183e-13
0.963,7.182038973793597e-13
0.964,8.723865743783011e-13
0.965,-6.469009998849454e-13
0.966,-4.92718322886004e-13
0.967,-3.385356458870625e-13
0.968,-1.8435296888812108e-13
0.969,-3.017029188917963e-14
0.97,1.2401238510976182e-13
0.971,2.781950621087033e-13
0.972,4.3237773910764473e-13
0.973,5.865604161065861e-13
0.974,7.407430931055277e-13
0.975,-7.78544481157719e-13
0.976,-6.243618041587775e-13
0.977,-4.701791271598362e-13
0.978,-3.1599645016089464e-13
0.979,-1.6181377316195316e-13
0.98,-7.631096163011719e-15
0.981,1.4655158083592973e-13
0.982,3.0073425783487114e-13
0.983,4.549169348338126e-13
0.984,6.090996118327541e-13
0.985,-9.101879624304926e-13
0.986,-7.560052854315511e-13
0.987,-6.018226084326096e-13
0.988,-4.4763993143366813e-13
0.989,-2.9345725443472673e-13
0.99,-1.3927457743578527e-13
0.991,1.4908099563156193e-14
0.992,1.6909077656209765e-13
0.993,3.232734535610391e-13
0.994,4.774561305599805e-13
0.995,-1.041831443703266e-12
0.996,-8.876487667043246e-13
0.997,-7.334660897053831e-13
0.998,-5.792834127064417e-13
0.999,-4.2510073570750027e-13
1.0,-2.7091805870855876e-13
1.0010000000000001,-1.7902056329718055e-12
1.002,3.7447295289324104e-14
1.0030000000000001,-1.4818402789739225e-12
1.004,3.4581264928720703e-13
1.0050000000000001,-1.1734749249760395e-12
1.006,-1.0192922479770982e-12
1.0070000000000001,-2.5385798222403447e-12
1.008,-7.109268939792153e-13
1.0090000000000001,-2.2302144682424617e-12
1.01,-4.0256153998133235e-13
1.0110000000000001,-1.921849114244579e-12
1.012,-9.419618598344944e-14
1.0130000000000001,-1.613483760246696e-12
1.014,2.1416916801443346e-13
1.0150000000000001,-1.305118406248813e-12
1.016,-1.1509357292498717e-12
1.0170000000000001,-2.6702233035131182e-12
1.018,-8.425703752519887e-13
1.0190000000000001,-2.3618579495152352e-12
1.02,-5.342050212541059e-13
1.0210000000000001,-2.0534925955173526e-12
1.022,-2.2583966725622297e-13
1.0230000000000001,-1.7451272415194696e-12
1.024,8.252568674165992e-14
1.025,2.367083637406014e-13
1.026,-1.282579210522645e-12
1.027,5.450737177384843e-13
1.028,-9.742138565247622e-13
1.029,8.534390717363672e-13
1.03,-6.658485025268793e-13
1.031,1.1618044257342501e-12
1.032,-3.574831485289965e-13
1.033,1.470169779732133e-12
1.034,-4.911779453111361e-14
1.035,1.0506488246782785e-13
1.036,-1.4142226917954186e-12
1.037,4.1343023646571073e-13
1.038,-1.105857337797536e-12
1.039,7.217955904635936e-13
1.04,-7.97491983799653e-13
1.041,1.0301609444614764e-12
1.042,-4.891266298017701e-13
1.043,1.3385262984593594e-12
1.044,1.4927089754583009e-12
1.045,1.6468916524572424e-12
1.046,1.801074329456184e-12
1.047,1.9552570064551254e-12
1.048,2.1094396834540667e-12
1.049,2.263622360453008e-12
1.05,2.4178050374519493e-12
1.051,2.571987714450891e-12
1.052,-6.207701110745436e-13
1.053,2.880353068448774e-12
1.054,-3.124047570766607e-13
1.055,3.1887184224466567e-12
1.056,-4.0394030787777834e-15
1.057,3.4970837764445397e-12
1.058,3.043259509191051e-13
1.059,3.805449130442423e-12
1.06,6.12691304916988e-13
1.061,7.668739819159295e-13
1.062,9.210566589148708e-13
1.063,1.0752393359138123e-12
1.064,1.2294220129127538e-12
1.065,1.3836046899116953e-12
1.066,1.5377873669106366e-12
1.067,1.6919700439095783e-12
1.068,1.8461527209085196e-12
1.069,2.000335397907461e-12
1.07,2.1545180749064023e-12
1.071,2.308700751905344e-12
1.072,-8.840570736200907e-13
1.073,2.617066105903227e-12
1.074,-5.756917196222078e-13
1.075,2.9254314599011096e-12
1.076,-2.6732636562432484e-13
1.077,3.2337968138989926e-12
1.078,4.1038988373558045e-14
1.079,3.5421621678968756e-12
1.08,3.4940434237144094e-13
1.081,5.035870193703824e-13
1.082,6.577696963693238e-13
1.083,8.119523733682653e-13
1.084,9.661350503672067e-13
1.085,1.1203177273661482e-12
1.086,1.2745004043650897e-12
1.087,1.428683081364031e-12
1.088,1.5828657583629726e-12
1.089,1.737048435361914e-12
1.09,1.8912311123608556e-12
1.091,2.045413789359797e-12
1.092,-1.1473440361656377e-12
1.093,2.35377914335768e-12
1.094,-8.389786821677547e-13
1.095,2.6621444973555625e-12
1.096,-5.306133281698719e-13
1.097,2.9705098513534455e-12
1.098,-2.2224797417198906e-13
1.099,3.2788752053513286e-12
1.1,8.611737982589386e-14
1.101,2.403000568248353e-13
1.102,3.9448273382377673e-13
1.103,5.486654108227182e-13
1.104,7.028480878216596e-13
1.105,8.570307648206012e-13
1.106,1.0112134418195425e-12
1.107,1.165396118818484e-12
1.108,1.3195787958174255e-12
1.109,1.4737614728163668e-12
1.11,1.6279441498153085e-12
1.111,1.7821268268142498e-12
1.112,-1.410630998711185e-12
1.113,2.0904921808121324e-12
1.114,-1.102265644713302e-12
1.115,2.398857534810016e-12
1.116,-7.93900290715419e-13
1.117,2.7072228888078985e-12
1.118,-4.855349367175361e-13
1.119,3.0155882428057815e-12
1.12,-1.7716958271965322e-13
1.121,-2.2986905720711758e-14
1.122,1.3119577127822967e-13
1.123,2.853784482771711e-13
1.124,4.395611252761126e-13
1.125,5.937438022750541e-13
1.1260000000000001,7.479264792739955e-13
1.127,9.021091562729369e-13
1.1280000000000001,1.0562918332718784e-12
1.129,1.21047451027082e-12
1.1300000000000001,1.3646571872697612e-12
1.131,1.5188398642687027e-12
1.1320000000000001,-1.6739179612567318e-12
1.133,1.8272052182665857e-12
1.1340000000000001,-1.365552607258849e-12
1.135,2.1355705722644688e-12
1.1360000000000001,-1.0571872532609662e-12
1.137,2.4439359262623514e-12
1.1380000000000001,-7.488218992630833e-13
1.139,2.7523012802602344e-12
1.1400000000000001,-4.404565452652003e-13
1.141,-2.862738682662588e-13
1.1420000000000001,-1.3209119126731738e-13
1.143,2.2091485731624065e-14
1.1440000000000001,1.762741627305655e-13
1.145,3.30456839729507e-13
1.1460000000000001,4.846395167284485e-13
1.147,6.388221937273898e-13
1.1480000000000001,7.930048707263313e-13
1.149,9.471875477252726e-13
1.1500000000000001,1.1013702247242143e-12
1.151,1.2555529017231556e-12
1.1520000000000001,-1.9372049238022787e-12
1.153,1.5639182557210387e-12
1.154,1.71810093271998e-12
1.155,1.8722836097189213e-12
1.156,2.026466286717863e-12
1.157,2.1806489637168043e-12
1.158,2.334831640715746e-12
1.159,2.4890143177146873e-12
1.16,2.6431969947136286e-12
1.161,-5.495608308118059e-13
1.162,2.9515623487115116e-12
1.163,-2.41195476813923e-13
1.164,3.2599277027093947e-12
1.165,6.71698771839599e-14
1.166,3.5682930567072777e-12
1.167,3.755352311818428e-13
1.168,3.87665841070516e-12
1.169,6.839005851797256e-13
1.17,8.380832621786671e-13
1.171,9.922659391776086e-13
1.172,1.14644861617655e-12
1.173,1.3006312931754916e-12
1.174,1.4548139701744329e-12
1.175,1.6089966471733744e-12
1.176,1.7631793241723157e-12
1.177,1.9173620011712576e-12
1.178,2.071544678170199e-12
1.179,2.2257273551691402e-12
1.18,2.3799100321680815e-12
1.181,-8.12847793357353e-13
1.182,2.688275386165964e-12
1.183,-5.044824393594701e-13
1.184,2.9966407401638476e-12
1.185,-1.9611708536158717e-13
1.186,3.30500609416173e-12
1.187,1.1224826863629572e-13
1.188,3.6133714481596132e-12
1.189,4.206136226341786e-13
1.19,5.747962996331201e-13
1.191,7.289789766320616e-13
1.192,8.83161653631003e-13
1.193,1.0373443306299443e-12
1.194,1.1915270076288858e-12
1.195,1.3457096846278273e-12
1.196,1.4998923616267686e-12
1.197,1.6540750386257103e-12
1.198,1.8082577156246514e-12
1.199,1.962440392623593e-12
1.2,2.1166230696225345e-12
1.201,-1.0761347559029e-12
1.202,2.4249884236204175e-12
1.203,-7.677694019050172e-13
1.204,2.7333537776183005e-12
1.205,-4.594040479071343e-13
1.206,3.041719131616183e-12
1.207,-1.5103869390925136e-13
1.208,3.3500844856140665e-12
1.209,1.5732666008863153e-13
1.21,3.11509337087573e-13
1.211,4.656920140865145e-13
1.212,6.198746910854559e-13
1.213,7.740573680843973e-13
1.214,9.282400450833387e-13
1.215,1.0824227220822802e-12
1.216,1.2366053990812217e-12
1.217,1.390788076080163e-12
1.218,1.5449707530791046e-12
1.219,1.6991534300780459e-12
1.22,1.8533361070769878e-12
1.221,-1.3394217184484472e-12
1.222,2.1617014610748704e-12
1.223,-1.0310563644505644e-12
1.224,2.470066815072753e-12
1.225,-7.226910104526813e-13
1.226,2.7784321690706364e-12
1.227,-4.143256564547984e-13
1.228,3.086797523068519e-12
1.229,-1.0596030245691554e-13
1.23,4.8222374542025915e-14
1.231,2.0240505154096737e-13
1.232,3.5658772853990883e-13
1.233,5.107704055388503e-13
1.234,6.649530825377916e-13
1.235,8.191357595367332e-13
1.236,9.733184365356745e-13
1.237,1.1275011135346162e-12
1.238,1.2816837905335575e-12
1.239,1.435866467532499e-12
1.24,1.5900491445314405e-12
1.241,-1.6027086809939943e-12
1.242,1.8984144985293233e-12
1.243,-1.2943433269961112e-12
1.244,2.206779852527206e-12
1.245,-9.859779729982284e-13
1.246,2.5151452065250894e-12
1.247,-6.776126190003455e-13
1.248,2.823510560522972e-12
1.249,-3.6924726500246263e-13
1.25,-2.1506458800352115e-13
1.2510000000000001,-6.08819110045797e-14
1.252,9.330076599436174e-14
1.2530000000000001,2.4748344299330315e-13
1.254,4.0166611999224466e-13
1.2550000000000001,5.558487969911861e-13
1.256,7.100314739901276e-13
1.2570000000000001,8.642141509890689e-13
1.258,1.0183968279880104e-12
1.2590000000000001,1.172579504986952e-12
1.26,1.3267621819858934e-12
1.2610000000000001,-1.8659956435395415e-12
1.262,1.6351275359837762e-12
1.2630000000000001,-1.5576302895416583e-12
1.264,1.9434928899816593e-12
1.2650000000000001,-1.2492649355437755e-12
1.266,2.251858243979542e-12
1.2670000000000001,-9.408995815458927e-13
1.268,2.560223597977425e-12
1.2690000000000001,-6.325342275480097e-13
1.27,2.868588951975308e-12
1.2710000000000001,-3.2416887355012675e-13
1.272,-1.6998619655118534e-13
1.2730000000000001,-1.5803519552243885e-14
1.274,1.3837915744669758e-13
1.2750000000000001,2.9256183444563904e-13
1.276,4.4674451144458045e-13
1.2770000000000001,6.009271884435219e-13
1.278,7.551098654424634e-13
1.2790000000000001,9.092925424414048e-13
1.28,1.0634752194403463e-12
1.281,1.2176578964392876e-12
1.282,1.3718405734382292e-12
1.283,1.5260232504371707e-12
1.284,1.6802059274361122e-12
1.285,1.8343886044350535e-12
1.286,1.9885712814339948e-12
1.287,2.142753958432936e-12
1.288,2.2969366354318782e-12
1.289,2.4511193124308195e-12
1.29,2.605301989429761e-12
1.291,2.759484666428702e-12
1.292,-4.332731590967324e-13
1.293,3.067850020426585e-12
1.294,-1.249078050988495e-13
1.295,3.3762153744244678e-12
1.296,1.834575488990334e-13
1.297,3.684580728422351e-12
1.298,4.918229028969163e-13
1.299,3.992946082420234e-12
1.3,8.001882568947992e-13
1.301,9.543709338937406e-13
1.302,1.108553610892682e-12
1.303,1.2627362878916236e-12
1.304,1.4169189648905649e-12
1.305,1.5711016418895066e-12
1.306,1.725284318888448e-12
1.307,1.8794669958873894e-12
1.308,2.0336496728863307e-12
1.309,2.1878323498852724e-12
1.31,2.3420150268842137e-12
1.311,2.496197703883155e-12
1.312,-6.965601216422795e-13
1.313,2.804563057881038e-12
1.314,-3.881947676443966e-13
1.315,3.112928411878921e-12
1.316,-7.982941364651368e-14
1.317,3.421293765876804e-12
1.318,2.285359403513692e-13
1.319,3.729659119874687e-12
1.32,5.369012943492522e-13
1.321,6.910839713481936e-13
1.322,8.45266648347135e-13
1.323,9.994493253460763e-13
1.324,1.153632002345018e-12
1.325,1.3078146793439593e-12
1.326,1.4619973563429008e-12
1.327,1.6161800333418423e-12
1.328,1.7703627103407836e-12
1.329,1.924545387339725e-12
1.33,2.0787280643386667e-12
1.331,2.232910741337608e-12
1.332,-9.598470841878266e-13
1.333,2.541276095335491e-12
1.334,-6.514817301899437e-13
1.335,2.8496414493333736e-12
1.336,-3.4311637619206075e-13
1.337,3.1580068033312566e-12
1.338,-3.475102219417786e-14
1.339,3.46637215732914e-12
1.34,2.7361433180370504e-13
1.341,4.2779700880264645e-13
1.342,5.819796858015879e-13
1.343,7.361623628005294e-13
1.344,8.903450397994707e-13
1.345,1.0445277167984124e-12
1.346,1.1987103937973537e-12
1.347,1.352893070796295e-12
1.348,1.5070757477952366e-12
1.349,1.661258424794178e-12
1.35,1.8154411017931194e-12
1.351,1.9696237787920613e-12
1.352,-1.2231340467333737e-12
1.353,2.277989132789944e-12
1.354,-9.147686927354908e-13
1.355,2.5863544867878265e-12
1.356,-6.064033387376078e-13
1.357,2.89471984078571e-12
1.358,-2.980379847397249e-13
1.359,3.2030851947835926e-12
1.36,1.0327369258157965e-14
1.361,1.6451004625709941e-13
1.362,3.1869272325604087e-13
1.363,4.728754002549823e-13
1.364,6.270580772539237e-13
1.365,7.812407542528653e-13
1.366,9.354234312518067e-13
1.367,1.0896061082507482e-12
1.368,1.2437887852496895e-12
1.369,1.397971462248631e-12
1.37,1.5521541392475725e-12
1.371,1.7063368162465138e-12
1.372,-1.4864210092789207e-12
1.373,2.014702170244397e-12
1.374,-1.1780556552810377e-12
1.375,2.32306752424228e-12
1.3760000000000001,-8.69690301283155e-13
1.377,2.6314328782401625e-12
1.3780000000000001,-5.61324947285272e-13
1.379,2.9397982322380455e-12
1.3800000000000001,-2.5295959328738913e-13
1.381,-9.877691628844767e-14
1.3820000000000001,5.5405760710493785e-14
1.383,2.0958843770943525e-13
1.3840000000000001,3.6377111470837666e-13
1.385,5.179537917073182e-13
1.3860000000000001,6.721364687062596e-13
1.387,8.26319145705201e-13
1.3880000000000001,9.805018227041424e-13
1.389,1.134684499703084e-12
1.3900000000000001,1.2888671767020254e-12
1.391,1.4430498537009667e-12
1.3920000000000001,-1.7497079718244678e-12
1.393,1.7514152076988495e-12
1.3940000000000001,-1.441342617826585e-12
1.395,2.0597805616967328e-12
1.3960000000000001,-1.132977263828702e-12
1.397,2.3681459156946154e-12
1.3980000000000001,-8.246119098308191e-13
1.399,2.6765112696924984e-12
1.4000000000000001,-5.162465558329362e-13
1.401,-3.6206387883399475e-13
1.4020000000000001,-2.078812018350533e-13
1.403,-5.369852483611183e-14
1.4040000000000001,1.0048415216282961e-13
1.405,2.546668291617711e-13
1.4060000000000001,4.088495061607125e-13
1.407,5.63032183159654e-13
1.408,4.064155362682972e-12
1.409,8.713975371575368e-13
1.41,1.0255802141564783e-12
1.411,1.1797628911554198e-12
1.412,1.3339455681543611e-12
1.413,1.4881282451533027e-12
1.414,1.6423109221522442e-12
1.415,1.7964935991511857e-12
1.416,1.950676276150127e-12
1.417,2.1048589531490683e-12
1.418,2.25904163014801e-12
1.419,2.4132243071469513e-12
1.42,2.567406984145893e-12
1.421,-6.253508413795418e-13
1.422,2.8757723381437756e-12
1.423,-3.169854873816589e-13
1.424,3.1841376921416587e-12
1.425,-8.62013338377601e-15
1.426,3.4925030461395413e-12
1.427,2.9974522061410687e-13
1.428,3.800868400137425e-12
1.429,6.081105746119897e-13
1.43,7.622932516109312e-13
1.431,9.164759286098726e-13
1.432,1.0706586056088143e-12
1.433,1.2248412826077556e-12
1.434,1.3790239596066969e-12
1.435,1.5332066366056386e-12
1.436,1.6873893136045801e-12
1.437,1.8415719906035216e-12
1.438,1.995754667602463e-12
1.439,2.1499373446014042e-12
1.44,2.3041200216003455e-12
1.441,-8.886378039250889e-13
1.442,2.6124853755982286e-12
1.443,-5.80272449927206e-13
1.444,2.9208507295961116e-12
1.445,-2.719070959293231e-13
1.446,3.2292160835939946e-12
1.447,3.6458258068559814e-14
1.448,3.537581437591877e-12
1.449,3.448236120664427e-13
1.45,4.990062890653842e-13
1.451,6.531889660643256e-13
1.452,8.073716430632671e-13
1.453,9.615543200622085e-13
1.454,1.11573699706115e-12
1.455,1.2699196740600913e-12
1.456,1.4241023510590328e-12
1.457,1.5782850280579743e-12
1.458,1.7324677050569158e-12
1.459,1.886650382055857e-12
1.46,2.0408330590547985e-12
1.461,-1.1519247664706359e-12
1.462,2.349198413052682e-12
1.463,-8.435594124727532e-13
1.464,2.6575637670505645e-12
1.465,-5.351940584748702e-13
1.466,2.965929121048447e-12
1.467,-2.2682870447698727e-13
1.468,3.2742944750463305e-12
1.469,8.153664952089564e-14
1.47,2.357193265198371e-13
1.471,3.8990200351877854e-13
1.472,5.4408468051772e-13
1.473,6.982673575166615e-13
1.474,8.524500345156029e-13
1.475,1.0066327115145442e-12
1.476,1.1608153885134857e-12
1.477,1.3149980655124272e-12
1.478,1.4691807425113686e-12
1.479,1.6233634195103103e-12
1.48,1.7775460965092516e-12
1.481,-1.4152117290161832e-12
1.482,2.0859114505071344e-12
1.483,-1.1068463750183002e-12
1.484,2.3942768045050174e-12
1.485,-7.984810210204172e-13
1.486,2.7026421585029004e-12
1.487,-4.901156670225343e-13
1.488,3.011007512500783e-12
1.489,-1.8175031302465143e-13
1.49,-2.7567636025709986e-14
1.491,1.2661504097323146e-13
1.492,2.807977179721729e-13
1.493,4.349803949711144e-13
1.494,5.891630719700557e-13
1.495,7.433457489689972e-13
1.496,8.975284259679388e-13
1.497,1.0517111029668802e-12
1.498,1.2058937799658217e-12
1.499,1.360076456964763e-12
1.5,1.5142591339637047e-12
1.5010000000000001,-1.67849869156173e-12
1.502,1.8226244879615873e-12
1.5030000000000001,-1.370133337563847e-12
1.504,2.1309898419594703e-12
1.5050000000000001,-1.0617679835659644e-12
1.506,2.4393551959573533e-12
1.5070000000000001,-7.534026295680814e-13
1.508,2.747720549955236e-12
1.5090000000000001,-4.450372755701985e-13
1.51,3.056085903953119e-12
1.5110000000000001,-1.366719215723156e-13
1.512,1.7510755426625837e-14
1.5130000000000001,1.716934324255673e-13
1.514,3.258761094245087e-13
1.5150000000000001,4.800587864234502e-13
1.516,6.342414634223916e-13
1.5170000000000001,7.884241404213331e-13
1.518,9.426068174202744e-13
1.5190000000000001,1.0967894944192161e-12
1.52,1.2509721714181574e-12
1.5210000000000001,-1.941785654107277e-12
1.522,1.5593375254160404e-12
1.5230000000000001,-1.6334203001093943e-12
1.524,1.8677028794139232e-12
1.5250000000000001,-1.3250549461115113e-12
1.526,2.1760682334118063e-12
1.5270000000000001,-1.0166895921136285e-12
1.528,2.484433587409689e-12
1.5290000000000001,-7.083242381157456e-13
1.53,2.792798941407572e-12
1.5310000000000001,-3.999588841178627e-13
1.532,-2.457762071189212e-13
1.5330000000000001,-9.159353011997979e-14
1.534,6.258914687896167e-14
1.5350000000000001,2.167718238779031e-13
1.536,3.709545008768446e-13
1.537,3.8720776804001615e-12
1.538,6.793198548747275e-13
1.539,4.180443034398046e-12
1.54,9.876852088726103e-13
1.541,1.1418678858715518e-12
1.542,1.2960505628704931e-12
1.543,1.4502332398694347e-12
1.544,1.6044159168683762e-12
1.545,1.7585985938673175e-12
1.546,1.9127812708662588e-12
1.547,2.0669639478652005e-12
1.548,2.221146624864142e-12
1.549,2.3753293018630835e-12
1.55,2.529511978862025e-12
1.551,2.683694655860966e-12
1.552,-5.090631696644683e-13
1.553,2.992060009858849e-12
1.554,-2.006978156665854e-13
1.555,3.300425363856732e-12
1.556,1.0766753833129748e-13
1.557,3.6087907178546148e-12
1.558,4.160328923291804e-13
1.559,3.917156071852498e-12
1.56,7.243982463270633e-13
1.561,8.785809233260048e-13
1.562,1.0327636003249463e-12
1.563,1.1869462773238876e-12
1.564,1.341128954322829e-12
1.565,1.4953116313217706e-12
1.566,1.649494308320712e-12
1.567,1.8036769853196532e-12
1.568,1.957859662318595e-12
1.569,2.1120423393175364e-12
1.57,2.2662250163164777e-12
1.571,2.420407693315419e-12
1.572,-7.723501322100153e-13
1.573,2.7287730473133025e-12
1.574,-4.639847782121325e-13
1.575,3.037138401311185e-12
1.576,-1.5561942421424957e-13
1.577,3.3455037553090677e-12
1.578,1.5274592978363332e-13
1.579,3.653869109306951e-12
1.58,4.611112837815163e-13
1.581,6.152939607804576e-13
1.582,7.694766377793991e-13
1.583,9.236593147783405e-13
1.584,1.077841991777282e-12
1.585,1.2320246687762235e-12
1.586,1.3862073457751648e-12
1.587,1.5403900227741065e-12
1.588,1.6945726997730476e-12
1.589,1.8487553767719893e-12
1.59,2.0029380537709307e-12
1.591,2.157120730769872e-12
1.592,-1.0356370947555626e-12
1.593,2.465486084767755e-12
1.594,-7.272717407576796e-13
1.595,2.773851438765638e-12
1.596,-4.1890638675979666e-13
1.597,3.0822167927635206e-12
1.598,-1.1054103276191378e-13
1.599,3.3905821467614036e-12
1.6,1.9782432123596913e-13
1.601,3.520069982349106e-13
1.602,5.06189675233852e-13
1.603,6.603723522327935e-13
1.604,8.145550292317349e-13
1.605,9.687377062306762e-13
1.606,1.122920383229618e-12
1.607,1.2771030602285592e-12
1.608,1.4312857372275006e-12
1.609,1.5854684142264423e-12
1.61,1.7396510912253838e-12
1.611,1.8938337682243253e-12
1.612,-1.2989240573011095e-12
1.613,2.202199122222208e-12
1.614,-9.905587033032267e-13
1.615,2.510564476220091e-12
1.616,-6.821933493053437e-13
1.617,2.818929830217974e-12
1.618,-3.738279953074608e-13
1.619,3.1272951842158565e-12
1.62,-6.546264130957794e-14
1.621,8.872003568936351e-14
1.622,2.4290271268830497e-13
1.623,3.970853896872464e-13
1.624,5.512680666861878e-13
1.625,7.054507436851293e-13
1.6260000000000001,8.596334206840708e-13
1.627,1.0138160976830124e-12
1.6280000000000001,1.1679987746819537e-12
1.629,1.322181451680895e-12
1.6300000000000001,1.4763641286798367e-12
1.631,1.630546805678778e-12
1.6320000000000001,-1.5622110198466566e-12
1.633,1.938912159676661e-12
1.6340000000000001,-1.2538456658487737e-12
1.635,2.247277513674544e-12
1.6360000000000001,-9.45480311850891e-13
1.637,2.555642867672427e-12
1.6380000000000001,-6.371149578530079e-13
1.639,2.8640082216703095e-12
1.6400000000000001,-3.2874960385512503e-13
1.641,-1.7456692685618355e-13
1.6420000000000001,-2.0384249857242113e-14
1.643,1.3379842714169934e-13
1.6440000000000001,2.8798110414064075e-13
1.645,4.4216378113958226e-13
1.6460000000000001,5.963464581385237e-13
1.647,7.505291351374652e-13
1.6480000000000001,9.047118121364067e-13
1.649,1.058894489135348e-12
1.6500000000000001,1.2130771661342894e-12
1.651,1.367259843133231e-12
1.6520000000000001,-1.8254979823922036e-12
1.653,1.675625197131114e-12
1.6540000000000001,-1.5171326283943208e-12
1.655,1.9839905511289968e-12
1.6560000000000001,-1.2087672743964378e-12
1.657,2.2923559051268798e-12
1.6580000000000001,-9.004019203985551e-13
1.659,2.6007212591247624e-12
1.6600000000000001,-5.920365664006722e-13
1.661,-4.3785388940173066e-13
1.6620000000000001,-2.836712124027892e-13
1.663,-1.2948853540384774e-13
1.6640000000000001,2.4694141595093713e-14
1.665,1.7887681859403518e-13
1.666,3.679999998117353e-12
1.667,4.872421725919181e-13
1.668,3.988365352115235e-12
1.669,7.956075265898009e-13
1.67,9.497902035887423e-13
1.671,1.1039728805876838e-12
1.672,1.2581555575866253e-12
1.673,1.4123382345855666e-12
1.674,1.5665209115845082e-12
1.675,1.7207035885834497e-12
1.676,1.874886265582391e-12
1.677,2.0290689425813323e-12
1.678,2.183251619580274e-12
1.679,2.3374342965792157e-12
1.68,2.491616973578157e-12
1.681,-7.011408519472777e-13
1.682,2.7999823275760396e-12
